	Patient01	Patient02	Patient03	Patient04
ENSG00000163995	48.104720478644666	222.9248578372041	0.8777630101512455	23.48528745262188
ENSG00000173210	39.30968967029482	53.02963712917119	3.720043233498136	23.819895288100017
ENSG00000174429	0.2206638554066269	42.00863292148919	0.0417982385786307	0.0
ENSG00000114626	47.97862684698374	33.742879765727686	14.148703758866503	6.148418976910803
ENSG00000166016	9.614639414145886	27.62407548159255	14.775677337545966	7.047677534758302
ENSG00000060971	47.19054164910293	37.82208262181778	70.05384785778512	96.40888259713878
ENSG00000167315	29.60048003240324	98.61651817003764	20.251246591346597	2.174950930607903
ENSG00000076555	17.2117807217169	140.12419635481402	40.20990551264277	0.8365195886953473
ENSG00000111271	21.65658123776467	19.75192961896255	21.52609286799483	14.367223935842592
ENSG00000240303	15.509516694294348	6.870236389204365	8.777630101512454	4.6217707275417945
ENSG00000151498	20.20650447366398	36.89173811077968	28.06751720555054	14.011703110647067
ENSG00000177646	65.5053264137738	41.72237307193901	33.730969541762114	42.91303664027697
ENSG00000115361	0.1891404474913945	5.188459773097046	8.401445954304778	0.0
ENSG00000117054	31.20817383608009	222.10186076974736	57.786064834957	25.78571632153408
ENSG00000196177	5.48507297725044	88.41851102981242	55.2154731623712	20.348338995014323
ENSG00000122971	30.79836953318207	122.5549980886716	37.47212088574246	11.167536509082888
ENSG00000072778	504.0908159724816	381.5843794503924	229.01150421635336	156.78384739163678
ENSG00000157766	3.3414812390146365	0.8587795486505456	0.0208991192893153	0.3764338149129063
ENSG00000114331	36.346489326262976	30.594021420675684	26.876267406059565	69.87029864577889
ENSG00000131584	72.66208571276903	22.50718067088305	49.57563683095656	49.46110285068698
ENSG00000075239	39.59340034153192	168.9290937158011	177.26632981197295	21.9168132238181
ENSG00000120437	19.00766927064769	9.060482063075192	17.28357165226381	29.540852755187498
ENSG00000182827	47.09597142535723	51.41942547545142	60.75373977403977	91.59889496214052
ENSG00000181513	10.907099138670416	8.37310059934282	13.479931941608411	1.98673402315145
ENSG00000107897	20.20650447366398	45.05014382295988	21.003614885761944	36.20038520079116
ENSG00000230124	34.455084851349035	14.849729695415684	16.928286624345446	14.47178888442951
ENSG00000176244	3.057770567777544	0.9661269922318638	7.022104081209964	0.1463909280216858
ENSG00000205126	0.0630468158304648	0.0	0.0208991192893153	0.0
ENSG00000110455	25.912241306321047	5.832544434584956	13.772519611658828	1.1293014447387189
ENSG00000102977	32.31149311311322	10.090659696643913	9.174713368009447	9.180802485931435
ENSG00000130234	2.3012087778119663	1.7891240596886366	1.0867542030443993	15.266482493690088
ENSG00000167769	0.0	0.0715649623875454	0.0	8.407021866388241
ENSG00000177076	1.1033192770331344	3.3277707510208643	2.006315451774275	5.228247429345921
ENSG00000078124	12.483269534432038	9.088750223218272	5.768156923851042	16.960434660798168
ENSG00000159640	12.073465231534016	42.2591102898456	15.235457961910903	2.1958639203252868
ENSG00000087085	11.600614112805529	139.7663715428763	7.565481182732164	1.0874754653039516
ENSG00000100813	135.48760721966892	85.34121764714797	70.13744433494237	81.47700793892683
ENSG00000131473	109.16556161044986	76.53872727347988	90.53498476131418	111.40349622450287
ENSG00000153086	0.0	0.0	0.0	0.0
ENSG00000122729	29.033058689929057	86.02108478982966	52.72847796694268	10.979319601626434
ENSG00000100412	130.5627052010722	847.968945432283	216.3526986716221	108.57522349512392
ENSG00000162390	19.25071474567413	20.89696901716328	16.74730025129998	35.426604581247965
ENSG00000172497	0.0	0.0	0.0	0.0
ENSG00000112304	25.86369525813159	27.72677120261868	15.496278970641558	27.032967028278847
ENSG00000184227	91.32331273042831	50.88268825754483	15.48624739338269	3.492469282803075
ENSG00000119673	36.91391066873716	34.60165931437823	11.661708563437976	3.346078354781389
ENSG00000177465	6.178587951385554	1.5028642101384548	3.1348678933973053	0.6901286606736615
ENSG00000205669	0.0315234079152324	0.536737217906591	0.0417982385786307	0.0
ENSG00000097021	57.78240670862103	7.442756088304729	8.0252618070971	52.26156130374183
ENSG00000101473	27.857866042849192	14.917358584871916	13.239383078588393	13.5790133533944
ENSG00000123130	64.68603304205692	20.43179676164423	11.536313847702084	12.798749707038816
ENSG00000161533	62.95476747935235	84.19617824894723	63.53938338411263	114.74622850092948
ENSG00000168306	0.977225645372205	7.442756088304729	3.406556444158405	0.8156065989779637
ENSG00000087008	20.36412151324014	16.066334056003956	34.31635387305583	57.13428790789222
ENSG00000153093	0.1576170395761621	0.0	0.0626973578679461	0.0418259794347673
ENSG00000143727	89.2742912159382	47.80539487488037	77.84921935269975	41.80506644504999
ENSG00000134575	94.09737262696876	43.54727961282142	98.95732983490826	20.8920767276663
ENSG00000102575	168.61870893857818	14.635034808253048	18.934602076119724	62.69714317271629
ENSG00000162836	5.705736832657068	8.51623052411791	13.229142510136628	5.374638357367607
ENSG00000111644	0.5674213424741835	0.5725196991003637	0.5015788629435688	0.2091298971738368
ENSG00000134940	0.3467574870675566	0.0	0.0208991192893153	0.0
ENSG00000103740	0.2837106712370917	1.8249065408824092	0.3343859086290459	0.8992585578474984
ENSG00000130377	0.0	0.0	0.0	0.0
ENSG00000167107	43.21859225178365	24.833041948478275	21.71418494159867	8.846194650453299
ENSG00000176715	30.38856523028405	16.531506311523003	18.495720571044103	8.532499804692542
ENSG00000151726	46.43397985913735	295.84955451011297	178.62477256577844	180.1235804358257
ENSG00000123983	64.96974371329401	120.4796141794328	50.49227220298593	78.46553741962357
ENSG00000068366	41.86308571142865	46.58879051429209	22.17396556596361	27.91884127270722
ENSG00000197142	37.323714971635184	13.704690297214956	6.520525218266394	47.8070944939391
ENSG00000164398	0.1891404474913945	0.8587795486505456	0.4806797436542534	0.1045649485869184
ENSG00000166743	1.3239831324397615	0.2504773683564091	0.6269735786794611	0.0836519588695347
ENSG00000183747	0.0315234079152324	0.1431299247750909	0.0	0.0
ENSG00000066813	0.0315234079152324	0.1073474435813182	0.0	0.0
ENSG00000005187	1.8841540910934416	2.982827632312895	6.204530534611946	0.79469360926058
ENSG00000215009	0.0	0.0	0.0	0.0
ENSG00000183549	0.2206638554066269	4.937982404740637	0.4597806243649381	0.0418259794347673
ENSG00000154930	30.609229085690675	48.4136970551745	55.11097756592463	11.9204041389087
ENSG00000131069	30.325518414453587	112.50012087322148	83.17849477147517	64.6002252369982
ENSG00000111058	1.7653108432530151	8.22997067456773	27.921223370525333	0.0418259794347673
ENSG00000143632	192.1351712433416	20652.022546924985	0.2716885507610998	0.0836519588695347
ENSG00000107796	650.1028281587301	385.6718122771571	531.4278210773407	11.238222414327645
ENSG00000169067	2.553396041133825	0.0715649623875454	0.1044955964465768	0.0
ENSG00000075624	9201.367536377187	1836.5358472703851	1672.4729202467518	5085.1189277201465
ENSG00000159251	336.70151994259743	333.7789845755121	0.3761841472076766	0.0418259794347673
ENSG00000163017	26.574232872540925	83.08692133194029	115.67662526636056	1.0247364961518006
ENSG00000136518	52.01362306013349	14.563469845865503	21.77688229946661	25.74389034209932
ENSG00000077080	0.0	0.0	0.0	0.0
ENSG00000187003	0.0	0.0	0.0	0.0
ENSG00000148156	0.0	0.0	0.0	0.0
ENSG00000117148	0.0315234079152324	0.0	0.0	0.6273896915215106
ENSG00000181786	0.0	0.0	0.0	0.0
ENSG00000072110	725.8264672482264	154.58031875709818	179.06365407085406	101.11430528355012
ENSG00000077522	40.25539190775179	2846.4605964834277	0.0835964771572614	0.0418259794347673
ENSG00000248746	0.2521872633218593	8.659360448893	0.1671929543145229	0.062738969152151
ENSG00000131966	53.74741049547127	54.63984878289096	37.84830503295013	34.98743179718291
ENSG00000138107	295.9732769161172	191.72253423623428	65.12165570550668	147.1437956515116
ENSG00000138071	213.85479929693676	136.72486064140563	147.61047954043443	333.6040119717045
ENSG00000133627	12.294129086940645	7.729015937854911	18.558417928912046	2.3422548483469727
ENSG00000106526	2.900153528201382	1.574429172526	2.946775819793467	4.4544668098027245
ENSG00000115091	255.21351048172164	91.88941170560838	95.96875577653616	408.7443840262641
ENSG00000101442	12.073465231534016	5.4747196226472274	4.7023018400959575	7.507763308540742
ENSG00000075089	15.414946470548651	15.100207063772093	13.208243390847311	12.88240166590835
ENSG00000113812	17.810725472106316	15.135989544965865	14.901072053281858	19.80460126236235
ENSG00000123165	0.0	0.0	0.0	0.0
ENSG00000169717	0.0	0.0	0.0	0.0
ENSG00000135503	35.589927536297395	34.60165931437823	110.07566129682404	35.614821488704415
ENSG00000123612	6.809056109690202	2.111166390432591	1.7973242588811216	3.116035467890169
ENSG00000115170	51.47772512557454	38.35881983972437	18.53751880962273	18.23612703355857
ENSG00000121989	11.31690344156844	22.54296315207682	19.43618093906329	11.334840426821955
ENSG00000114739	7.061243373012061	13.311083004083455	9.509099276638493	2.8859925809989484
ENSG00000139567	32.65825060018078	44.29871171789065	42.13262448725978	5.1445954704763865
ENSG00000243989	30.19942478279265	30.093066683962867	31.924658661586584	22.021378172405026
ENSG00000132744	2.490349225303361	1.6817766161073184	1.9018198553276984	0.5019117532172085
ENSG00000119640	6.7460092938597365	2.039601428045046	0.6896709365474072	1.7357781465428457
ENSG00000170634	14.973618759735398	42.47380517700824	6.102542832480088	3.513382272520458
ENSG00000164113	0.0	0.0	0.0	0.0
ENSG00000140955	0.4778948639949234	0.2146948871626364	0.0	0.4280888995148439
ENSG00000168803	5.86335387223323	21.57683615984496	6.165240190348034	3.806164128563831
ENSG00000137845	26.574232872540925	35.13839653228482	24.932649312153234	44.377364180288176
ENSG00000073670	1.0402724612026697	0.1073474435813182	0.1671929543145229	1.0456494858691845
ENSG00000148848	147.11974474038968	0.7514321050692274	1.5674339466986529	7.675067226279812
ENSG00000143537	161.7513345242448	120.5869616230141	93.6299353368689	210.0504869811961
ENSG00000151694	24.682828397626984	16.38837638674791	8.944823055826978	44.189147272831725
ENSG00000135074	66.45134388530994	8.695142930086774	1.3584427538054988	15.015526617081484
ENSG00000134007	0.0630468158304648	0.0715649623875454	0.0208991192893153	0.0418259794347673
ENSG00000293335	0.0	0.1073474435813182	0.0	0.0
ENSG00000139985	0.1576170395761621	0.3936072931315	0.0417982385786307	0.0
ENSG00000008277	0.4728511187284863	1.1808218793945002	0.5015788629435688	0.1882169074564531
ENSG00000114948	6.619915662198808	8.194188193373956	1.4002409923841297	83.5683069106652
ENSG00000042980	4.192613252725911	5.868326915778728	6.186139309637349	5.458290316237141
ENSG00000168594	0.0	0.0357824811937727	0.0208991192893153	0.0
ENSG00000134249	0.0	0.0	0.0	0.0
ENSG00000149451	5.642690016826603	12.95325819214573	0.9822586065978224	0.1882169074564531
ENSG00000293380	0.0	0.0	0.0	0.0
ENSG00000271968	4305.589048651075	1812.049895389487	3070.356491975047	34.68733039473845
ENSG00000069206	0.0	0.0	0.0	0.0
ENSG00000151651	28.780871426607195	2.146948871626364	2.340701360403321	13.321574449973408
ENSG00000134028	12.735456797753896	0.2862598495501818	0.0208991192893153	3.199687426759704
ENSG00000142303	15.887797589277138	2.397426239982773	0.7732674137046687	0.2718688663259879
ENSG00000138316	33.91918691679008	0.8229970674567728	0.1880920736038383	0.334607835478139
ENSG00000166106	7.723234939231942	1.9680364656575	0.1671929543145229	0.2509558766086042
ENSG00000145536	10.245107572450534	1.3955167665571366	0.0835964771572614	0.0209129897173836
ENSG00000140470	2.2381619619815014	2.146948871626364	4.388815050756227	1.923995053999299
ENSG00000140873	0.2521872633218593	0.1073474435813182	6.980305842631333	0.0
ENSG00000145808	0.0315234079152324	0.4651722555190455	0.4806797436542534	0.0
ENSG00000154734	54.25178502211499	109.53017493413832	19.79146596698165	9.53632331112696
ENSG00000173157	1.5761703957616209	0.0	0.0626973578679461	0.0
ENSG00000087116	51.76143579681163	6.941801351591909	0.8777630101512455	0.5646507223693594
ENSG00000156140	4.539370739793468	1.6102116537197728	0.5224779822328842	0.3555208251955226
ENSG00000158859	46.59159689871351	5.5462845850347735	2.7586837461896287	1.8194301054123805
ENSG00000154736	6.241634767216019	10.770526839325592	1.3584427538054988	0.6273896915215106
ENSG00000049192	6.367728398876948	0.5009547367128182	0.1044955964465768	0.1673039177390695
ENSG00000136378	32.279969705198	3.506683156989728	1.2539471573589225	8.657977742996845
ENSG00000134917	2.2381619619815014	1.3955167665571366	0.5433771015221996	0.0836519588695347
ENSG00000163638	6.304681583046484	20.181319393287826	2.9885740583720977	1.4429962904994742
ENSG00000178031	1.733787435337783	4.079202856090092	2.6332890304537364	0.5228247429345921
ENSG00000197859	14.8790485359897	3.900290450121228	2.549692553296475	2.049472992303601
ENSG00000143382	79.31289431472476	105.48675455924202	6.269735786794611	54.03916542971944
ENSG00000185761	15.54104010220958	5.904109396972501	1.7137277817238603	3.450643303368308
ENSG00000105963	30.763693784475315	3.847332377954444	8.067060045675731	3.2640994350892454
ENSG00000184060	9.80377986163728	5.617849547422319	2.4869951954285288	10.707450735300448
ENSG00000197381	26.29052220130384	19.00049751389332	6.144341071058718	6.169331966628186
ENSG00000185736	0.1576170395761621	1.2881693229758182	11.745305040595238	0.0209129897173836
ENSG00000160710	297.99077502269205	141.0545408658521	200.2971592687985	318.04474762197106
ENSG00000065457	4.507847331878235	7.049148795173228	5.287477180196788	6.692156709562778
ENSG00000189007	6.682962478029273	1.323951804169591	1.3793418730948144	3.346078354781389
ENSG00000213638	5.169838898098116	0.6440846614879091	5.015788629435689	5.081856501324235
ENSG00000196839	51.603818757235466	5.116894810709501	2.4869951954285288	11.418492385691492
ENSG00000063761	12.703933389838664	6.79867142681682	6.478726979687765	6.35754887408464
ENSG00000133597	39.845587604853776	22.900787964014548	27.81672777407876	34.29730313650924
ENSG00000143199	0.0630468158304648	0.0	0.0	0.0
ENSG00000164742	2.931676936116615	17.891240596886366	1.0867542030443993	1.2966053624777885
ENSG00000078295	6.966673149266365	78.68567614510624	3.322959967001144	0.0209129897173836
ENSG00000138031	65.88297684059829	46.57769794512203	13.894779459501324	30.415433985168484
ENSG00000173175	0.6619915662198808	7.406973607110955	6.77131464973818	0.5437377326519758
ENSG00000174233	36.37801273417821	33.17036006662732	72.68713688823885	20.369251984731708
ENSG00000121281	71.11680825676433	18.356412852405413	6.039845474612141	39.63011551444208
ENSG00000155897	0.0	0.1073474435813182	12.41407685785333	0.0
ENSG00000162104	25.31329655593163	85.3054351659542	69.57316811413085	18.92625569423224
ENSG00000078549	0.0315234079152324	1.1092569170069548	0.6687718172580918	0.0209129897173836
ENSG00000141433	0.8826554216265077	0.2862598495501818	0.0626973578679461	0.5228247429345921
ENSG00000087274	238.31696383915707	294.740297593106	167.21385343381226	159.48245958476795
ENSG00000075340	18.598810669987127	1.8964715032699548	0.5433771015221996	0.1254779383043021
ENSG00000148700	50.34288244062617	66.55541502041729	92.91748436029611	38.37533613139906
ENSG00000187758	0.0	1.8606890220761825	0.1880920736038383	0.0
ENSG00000196616	0.0945702237456972	167.13996965611244	26.31199118524805	0.2927818560433716
ENSG00000248144	0.0630468158304648	12.84591074856441	8.882125697959033	1.1711274241734864
ENSG00000198099	0.0	1.7175590973010912	0.0626973578679461	0.0
ENSG00000197894	107.33720395136638	99.4752977186882	65.07985746692806	110.88067148156829
ENSG00000172955	0.0	0.0715649623875454	0.0417982385786307	0.0
ENSG00000196344	0.2521872633218593	0.2146948871626364	0.229890312182469	444.2128145869468
ENSG00000147576	4.224136660641144	38.53773224569324	13.751620492369511	1.58938721852116
ENSG00000182035	0.0	0.0357824811937727	0.0	0.0
ENSG00000181092	0.0315234079152324	39.57542420031264	10.386862286789738	0.0836519588695347
ENSG00000159346	127.1023807142171	128.96006222235692	193.4631472611924	203.5670419090128
ENSG00000156110	32.40606333685893	12.452303455432912	11.91249799490976	33.87904334216157
ENSG00000128165	3.278434423184172	6.190369246522683	10.658550837550838	5.2073344396285375
ENSG00000148926	101.2216628158113	44.40605916147196	8.48504243146204	177.1330229062398
ENSG00000101544	15.38342306263342	19.25097488224973	23.783197751240888	28.14888415959844
ENSG00000101126	49.018899308186406	78.64989366391247	67.96393592885359	79.63666484379706
ENSG00000163485	10.907099138670416	7.943710825017547	8.25515211927957	0.39734680463029
ENSG00000128271	5.201047071934197	2.719468570726728	2.424297837560583	2.070385982020985
ENSG00000170425	20.111934249918285	0.6440846614879091	1.2330480380696067	9.578149290561727
ENSG00000282608	3.719762133997425	1.2523868417820456	1.651030423855914	2.3422548483469727
ENSG00000181915	24.1154070551528	30.629803901869455	13.877015208105403	16.981347650515552
ENSG00000159322	61.38963027636107	14.89123737360046	21.275303436523046	19.52854979809288
ENSG00000153531	6.52534543845311	175.7277651426179	6.854911126895441	2.0285600025862176
ENSG00000144843	11.72670774446646	21.50527119745741	7.502783824864218	3.3251653650640054
ENSG00000120907	0.0	0.536737217906591	3.4692538020263517	0.1045649485869184
ENSG00000170214	0.2837106712370917	0.6440846614879091	0.2089911928931536	0.0209129897173836
ENSG00000171873	0.4098043028980214	0.787214586263	0.2089911928931536	0.0418259794347673
ENSG00000150594	18.50424044624143	4.007637893702546	1.6092321852772833	1.1502144344561025
ENSG00000274286	0.2837106712370917	2.5047736835640912	0.8150656522832993	0.0209129897173836
ENSG00000184160	11.127762994077044	3.113075863858228	0.7105700558367226	0.4182597943476736
ENSG00000043591	0.0945702237456972	1.6102116537197728	13.688923134501566	0.5646507223693594
ENSG00000169252	10.97014595450088	10.126442177837683	3.1348678933973053	9.452671352257424
ENSG00000188778	0.0315234079152324	0.0357824811937727	0.0	0.0209129897173836
ENSG00000130706	263.4411199475973	108.77874282906912	45.079400307053255	102.85008343009297
ENSG00000239900	48.2308141103056	114.146115008135	33.60578381721911	24.19632910301292
ENSG00000106624	1690.0329451514403	173.54503378979774	41.79823857863074	11.711274241734865
ENSG00000139154	34.80184233841659	24.296304730571684	20.690128096422217	46.51048913146131
ENSG00000181026	25.06110929260977	11.665088869169912	5.935349878165565	18.549821879319328
ENSG00000157510	33.41481239014636	87.55973148116188	2.549692553296475	4.057120005172435
ENSG00000169129	65.00126712120925	19.93084202493141	13.312738987293889	36.11673324192162
ENSG00000196526	53.61438171406899	45.55038291004881	42.54538209322376	22.45595009873225
ENSG00000172493	46.15026918790026	133.82647966471004	86.60595033492288	50.92312996182927
ENSG00000155966	1.9859746986596425	0.8587795486505456	0.7523682944153532	4.0989459846072025
ENSG00000144218	0.7880851978808104	6.727106464429274	1.5883330659879682	0.460085773782441
ENSG00000072364	59.16943665689124	116.65088869169912	100.33667170800308	95.92788383363896
ENSG00000141385	64.5624612830292	153.31540804689834	77.82497637432414	65.16173901090994
ENSG00000183077	23.95779001557664	13.668907816021184	37.17953321569205	6.8385476375844645
ENSG00000079557	0.0	0.0	0.0	0.0
ENSG00000081051	0.1891404474913945	0.0	0.0	0.0836519588695347
ENSG00000119844	36.72477022124577	33.742879765727686	61.35981423342993	68.55278029358371
ENSG00000261011	0.91417882954174	1.0376919546194092	1.2750552678411304	0.669215670956278
ENSG00000157985	9.772256453722049	16.99667856704205	17.638856680182172	12.631445789299743
ENSG00000135439	10.960373698047158	8.318711227928285	1.4021219131201683	4.053146537126132
ENSG00000133612	179.5258080772486	40.935158485676006	49.029333852733856	68.38547637584465
ENSG00000188234	10.812528914924718	1.6102116537197728	1.3375436345161835	1.9449080437166824
ENSG00000172650	1.3028624491365557	1.2040804921704524	0.6234207284002774	0.5811719842460925
ENSG00000204149	3.562145094421263	0.7514321050692274	0.7105700558367226	0.8156065989779637
ENSG00000038002	18.220529775004337	16.281028943166593	32.93701199996102	25.40928250662117
ENSG00000273540	0.0945702237456972	24.1531748057966	0.0	0.1254779383043021
ENSG00000146856	0.0945702237456972	0.2504773683564091	0.1044955964465768	0.2718688663259879
ENSG00000186094	0.1891404474913945	0.1073474435813182	0.0208991192893153	0.1463909280216858
ENSG00000084693	31.65076248320996	26.658306314172624	49.88640673478868	12.610741929479534
ENSG00000173744	90.78741479586937	53.35167945991514	28.798986380676578	91.55706898270576
ENSG00000106351	18.157482959173876	112.92951064754672	663.6724321514988	29.38275055292408
ENSG00000164252	34.80184233841659	30.594021420675684	23.030829456825536	31.97596127787965
ENSG00000162688	17.936819103767245	499.88126227700513	36.36446756340874	31.89230931901012
ENSG00000116771	2.647966264879523	6.369281652491546	14.294997593891711	0.5646507223693594
ENSG00000169692	144.5978721071711	33.56396735975882	49.67720655070264	44.52375510830986
ENSG00000160216	99.10959448549072	151.07363560010847	111.20421373844708	102.32725868715836
ENSG00000026652	25.81767108257535	7.299626163529638	2.9049775812148364	16.876782701928633
ENSG00000018510	36.53562977375437	50.20282111486314	26.66727621316641	42.9343678897887
ENSG00000106541	20.96306626362956	132.64565778531554	95.36268131714604	3.5970342313899937
