ENSEMBL_ID,B,CD4T,CD8Tex,CD8T,DC,Fibroblasts,Monocytes,Neutrophil,NK,Treg,PRAD,STAD,KICH,SKCM,DLBC,THCA,ESCA,PAAD,LUAD,UVM,COADREAD,KIRC,OV,GBM,CESC,CHOL,LIHC,BRCA,MB,HNSC,MDSC,stem
ENSG00000049246,1.0,1.0,1.0,12.0256453626593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.6405192547511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.4410337701546,1.0,1.0,39.612915913588,1.0,1.0,51.6854520533161,12.7247539045638,46.7407202043085
ENSG00000171621,1.0,1.0,1.0,1.0,1.0,23.6678335246157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.3466859611713,10.2371157744133,25.8386890821868,23.9117260191424,1.0,1.0,47.1975808691402,45.5365948253267,1.0,1.0,32.8426591818482,1.0,1.0,1.0,1.0,1.0,24.5798572542904,13.5959362553241,36.9859510827524
ENSG00000162444,1.0,1.0,1.0,14.608747250389,1.0,1.0,1.0,72.9846264245355,1.0,1.0,1.0,62.2805641720537,1.0,1.0,10.1968563786043,38.0470039776257,1.0,1.0,1.0,71.4026290811436,1.0,1.0,11.4949142260093,1.0,1.0,1.0,1.0,33.7909104775601,1.0,1.0,1.0,1.0
ENSG00000142655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.13502637285,1.0,1.0,1.0,1.0,1.0,19.9605804032031,10.153514845898,20.5187042047072
ENSG00000120942,54.5787157484341,1.0,78.1364592444209,58.2049400265507,1.0,71.5096541355998,51.1365643409072,63.7617006362141,63.6055630778847,70.3276549780049,1.0,43.2081387416252,1.0,33.5748357643559,63.9702051372925,44.5286496174056,1.0,1.0,1.0,41.9826403182412,1.0,1.0,64.1413948047608,32.974597332563,1.0,67.9926152953869,51.6364500573904,49.5879400391862,36.025353768096,42.7055995908885,14.8574970950803,28.4279915516118
ENSG00000116661,1.0,1.0,1.0,44.6647329370378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.4968137328022,18.6038831427936,1.0,1.0,1.0,1.0,21.6726753202455,1.0,44.6759096094218,46.2883381338475,1.0,37.7552399371278,1.0,1.0,1.0,1.0,27.9871712830899,1.0,26.5680576810004,15.184691978121,36.022313913612
ENSG00000132879,1.0,134.709344306137,1.0,49.4821873388849,1.0,1.0,1.0,33.8106203712952,1.0,1.0,1.0,12.2273207761578,31.3859321295052,26.2779484046924,1.0,1.0,1.0,1.0,1.0,54.4896490787026,87.3358686107233,1.0,16.7574766185074,27.3763404635542,1.0,1.0,98.8366509870344,42.6096218165022,81.5997981612809,30.3031854522958,16.8261136364803,40.9547913968586
ENSG00000162490,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.1240164685166,1.0,1.0,1.0
ENSG00000177000,1.0,1.0,1.0,19.1654428088436,66.9718346190699,94.9510236507943,53.9260740684885,86.768310082484,44.7996516007344,55.397392166015,60.617765364568,92.565689605045,1.0,40.6420832709105,10.6666340836997,68.0711024952757,1.0,50.785625507172,58.6854141748653,55.2236490354502,90.1899632659102,55.2111410378206,31.2541821377149,36.4742274573757,1.0,46.8223624847667,62.481288069281,40.8452440181545,73.6615210410973,1.0,94.1899317263506,50.3453516759803
ENSG00000171729,1.0,1.0,1.0,16.7500350640309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.3791214829,21.9757077094071,38.3181464613162,11.6059352319188,1.0,1.0,29.7116295239786,1.0,50.5926133386318,1.0,1.0,35.3134898529922,1.0,1.0,30.4920926763937,1.0,1.0,1.0,1.0,15.463382553805,39.2934138945736
ENSG00000132906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.4670192296317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.1622027190987
ENSG00000116771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0486776373997,1.0,16.432864382855,1.0,1.0,1.0,1.0,1.0,13.7394243225162,1.0,1.0,1.0,13.6130101523302,1.0,1.0,20.7211072972978,1.0,1.0,1.0,10.1550951319185,1.0
ENSG00000197312,1.0,1.0,1.0,38.9756789549188,65.7825464966088,1.0,42.1822719255418,56.4950575067939,55.3946338358947,45.1007083876892,1.0,39.9318447063245,1.0,59.4403263688206,1.0,58.6127623164553,1.0,31.5242185755085,118.200945393316,36.1744532693693,1.0,1.0,21.78116489708,54.2256836863786,32.2458523727934,1.0,1.0,32.3677843998749,1.0,34.4346792434662,15.2072557535633,42.6188359660548
ENSG00000116809,1.0,1.0,1.0,61.4345800429624,1.0,1.0,59.8156510145238,77.9091914564164,67.193234410501,44.792424966057,1.0,45.0297932693819,1.0,38.8040794673184,83.9423707927281,1.0,1.0,1.0,1.0,33.1827820411664,1.0,1.0,48.8049760374081,28.4432757026685,1.0,1.0,1.0,47.681328199686,75.1249378976564,37.9875194543927,56.6155839836294,48.7413468155637
ENSG00000142632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0629297446844,17.6782915397355
ENSG00000037637,107.859579385934,1.0,78.0837486745132,34.0284144113454,1.0,55.1863622600763,69.5321973142169,49.2376484507545,80.0797685519711,95.0849506220308,47.1080541421501,29.4708813459126,1.0,42.4333743319973,79.1555414932876,80.2745815170401,58.164126559797,71.371457223538,1.0,53.5751786964233,32.8875507390095,1.0,34.2555044149042,35.3377409533523,78.6375933047869,1.0,122.526285388215,54.5475450156232,113.663015805239,45.1980950748014,50.2133170664215,44.5987523663066
ENSG00000219481,54.5206862088852,1.0,1.0,64.3375135903253,89.1247977925628,44.9162433528285,56.3372968025547,33.4811012306945,66.127360158457,52.48640154366,53.3325031879182,215.522482428559,1.0,37.4375213310515,15.6713482769586,102.322946174891,39.1000466036503,55.3960324443137,16.6555506789291,28.8682423644689,132.34600581866,1.0,68.3980687132485,27.7757727575752,1.0,57.5264482840846,56.8796584744653,89.7636794823853,90.4607208679095,43.5997188974892,21.5550757671813,37.1661531811567
ENSG00000074964,1.0,1.0,1.0,13.6019703453718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.7096231836218,1.0,1.0,10.7878643090802,1.0,1.0,26.8789383752998,1.0,26.7770668227313,74.130484071689,1.0,33.5349739990657,26.9513681239436,1.0,1.0,25.9329488583688,1.0,1.0,1.0,14.348620251069,28.352110633709
ENSG00000159423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0471700780672,1.0,1.0,1.0,9.90054311003387,21.0510481507682
