Hugo	Patient-01	Patient-02
CTSK	9231.0	21379.0
CTSL1	6603.0	6440.0
CTSL2	1314.0	3001.0
CTSL3	0.0	0.0
CTSO	970.0	991.0
CTSS	2072.0	4698.0
CTSW	37.0	96.0
CTSZ	14152.0	8065.0
CTTNBP2NL	875.0	2580.0
CTTNBP2	22.0	26.0
CTTN	9689.0	39748.0
CTU1	541.0	99.0
CTU2	668.82	1341.12
CTXN1	391.0	65.0
CTXN2	0.0	0.0
CTXN3	4.0	17.0
CUBN	29.0	139.0
CUEDC1	470.0	570.0
CUEDC2	2524.0	1667.0
CUL1	2589.0	3711.0
CUL2	1288.0	4970.0
CUL3	2193.0	3772.0
CUL4A	2582.0	3501.0
CUL4B	1666.0	4632.0
CUL5	991.0	2234.0
CUL7	2611.85	1325.97
CUL9	913.0	190.0
CUTA	5289.0	7228.0
CUTC	536.6	898.15
CUX1	4965.0	819.0
CUX2	3.0	3.0
CUZD1	38.22	3.0
CWC15	2012.0	3155.0
CWC22	739.0	1996.0
CWC25	633.0	834.0
CWC27	770.0	1053.0
CWF19L1	859.0	3588.0
CWF19L2	343.0	538.0
CWH43	84.0	50.0
CX3CL1	1939.0	1119.0
CX3CR1	19.0	17.0
CXADRP2	2.0	29.0
CXADRP3	6.0	33.0
CXADR	305.0	5100.0
CXCL10	1354.0	3383.0
CXCL11	383.0	1494.0
CXCL12	1129.0	668.0
CXCL13	819.0	278.0
CXCL14	19411.0	31395.0
CXCL16	3893.0	1447.0
CXCL17	1156.0	378.0
CXCL1	945.0	32131.0
CXCL2	134.0	1411.0
CXCL3	55.0	3180.0
CXCL5	7.0	1844.0
CXCL6	426.0	1056.0
CXCL9	1387.0	342.0
CXCR1	6.0	246.0
CXCR2P1	26.0	7.0
CXCR2	40.0	202.0
CXCR3	169.0	18.0
CXCR4	1420.0	1902.0
CXCR5	70.0	7.0
CXCR6	230.0	104.0
CXCR7	4554.0	7301.0
CXXC1	1365.0	811.0
CXXC4	1.0	2.0
CXXC5	770.0	578.0
CXorf1	0.0	0.0
CXorf21	39.0	63.0
CXorf22	1.0	3.0
CXorf23	161.0	178.0
CXorf26	1282.0	1570.0
CXorf27	0.0	0.0
CXorf30	1.0	1.0
CXorf36	454.0	380.0
CXorf38	242.0	503.0
CXorf40A	1112.0	1184.0
CXorf40B	529.0	2218.0
CXorf41	0.0	2.0
CXorf42	27.0	46.0
CXorf48	4.0	0.0
CXorf49B	25.0	199.0
CXorf50B	14.0	1.0
CXorf51	0.0	2.0
CXorf56	214.0	916.0
CXorf57	44.0	743.0
CXorf58	3.0	3.0
CXorf59	0.0	0.0
CXorf61	0.0	0.0
CXorf64	35.0	1.0
CXorf65	7.0	1.0
CXorf66	0.0	0.0
CYB561D1	671.0	493.0
CYB561D2	565.0	721.0
CYB561	4052.0	3483.0
CYB5A	481.0	3029.0
CYB5B	2806.0	15457.0
CYB5D1	439.0	740.0
CYB5D2	410.0	575.0
CYB5R1	3423.0	4481.0
CYB5R2	852.0	5072.0
CYB5R3	8837.0	17701.0
CYB5R4	458.0	6435.0
CYB5RL	29.0	120.0
CYBASC3	2840.0	1619.0
CYBA	12517.0	7183.0
CYBB	895.0	945.0
CYBRD1	4161.0	2822.0
CYC1	5550.0	18728.0
CYCSP52	0.0	0.0
CYCS	4315.0	43769.0
CYFIP1	3211.0	8026.0
CYFIP2	380.0	295.0
CYGB	971.92	1661.64
CYHR1	2338.0	746.0
CYLC1	0.0	0.0
CYLC2	0.0	0.0
CYLD	1612.0	1233.0
CYMP	0.0	1.0
CYP11A1	111.0	155.0
CYP11B1	1.0	0.0
CYP11B2	0.0	0.0
CYP17A1	1.14	3.0
CYP19A1	28.0	15.0
CYP1A1	9.0	4.0
CYP1A2	3.0	0.0
CYP1B1	333.0	348.0
CYP20A1	607.0	1929.0
CYP21A2	25.09	7.28
CYP24A1	948.0	1736.0
CYP26A1	3.0	28.0
CYP26B1	747.0	276.0
CYP26C1	1.0	0.0
CYP27A1	729.0	346.0
CYP27B1	121.0	1075.0
CYP27C1	188.0	212.0
CYP2A13	0.0	0.0
CYP2A6	0.0	0.0
CYP2A7	1.0	0.0
CYP2B6	1.0	1.0
CYP2B7P1	29.0	21.0
CYP2C18	13.56	155.41
CYP2C19	1.44	1.59
CYP2C8	11.0	6.0
CYP2C9	6.0	2.0
CYP2D6	7.0	6.0
CYP2D7P1	60.0	44.0
CYP2E1	44.65	31.0
CYP2F1	1.0	0.0
CYP2J2	138.0	303.0
CYP2R1	462.0	792.0
CYP2S1	1773.0	1500.0
CYP2U1	189.0	284.0
CYP2W1	4.0	213.0
CYP39A1	63.0	84.0
CYP3A43	0.0	0.0
CYP3A4	0.0	1.0
CYP3A5	84.0	46.0
CYP3A7	0.0	8.0
CYP46A1	29.0	36.0
CYP4A11	0.0	2.0
CYP4A22	0.0	0.0
CYP4B1	125.0	42.0
CYP4F11	632.0	192.0
CYP4F12	141.0	3.0
CYP4F22	159.0	5.0
CYP4F2	2.0	7.0
CYP4F3	25.0	18.0
CYP4F8	1.0	0.0
CYP4V2	667.0	696.0
CYP4X1	112.0	102.0
CYP4Z1	3.0	1.0
CYP4Z2P	12.0	0.0
CYP51A1	1467.0	2672.0
CYP7A1	1.0	0.0
CYP7B1	131.0	144.0
CYP8B1	4.0	2.0
CYR61	11451.0	4986.0
CYS1	421.0	229.0
CYSLTR1	22.0	26.0
CYSLTR2	7.0	6.0
CYTH1	2101.0	925.0
CYTH2	4748.0	1593.0
CYTH3	1298.0	1406.0
CYTH4	754.0	479.0
CYTIP	395.0	233.0
CYTL1	65.0	250.0
CYTSA	1319.0	1330.0
CYTSB	1502.0	1772.0
CYYR1	230.0	428.0
CYorf15A	71.0	309.0
CYorf15B	93.0	87.0
D2HGDH	952.0	127.0
D4S234E	333.0	80.0
DAAM1	916.0	1983.0
DAAM2	306.22	293.3
DAB1	2.0	1.0
DAB2IP	3451.0	1214.0
DAB2	2199.0	1188.0
DACH1	17.0	51.0
DACH2	1.0	0.0
DACT1	1082.0	1188.0
DACT2	386.0	6.0
DACT3	500.0	363.0
DAD1L	1.0	0.0
DAD1	4420.0	19506.0
DAG1	2714.0	4043.0
DAGLA	245.0	28.0
DAGLB	1172.0	1155.0
DAK	1241.0	379.0
DALRD3	1187.69	1914.43
DAND5	10.0	3.0
DAOA	0.0	0.0
DAO	0.0	7.0
DAP3	2241.0	6475.0
DAPK1	2186.0	193.0
DAPK2	637.0	636.0
DAPK3	4408.0	1699.0
DAPL1	598.0	778.0
DAPP1	565.0	4166.0
DAP	6414.0	18741.0
DARC	374.0	38.0
DARS2	569.0	2005.0
DARS	2315.0	9452.0
DAXX	3249.0	6044.0
DAZ1	0.0	9.0
DAZ2	0.0	0.0
DAZ3	0.0	0.0
DAZ4	0.0	0.0
DAZAP1	3757.0	4121.0
DAZAP2	8297.0	19891.0
DAZL	3.0	2.0
DBC1	17.0	22.0
DBF4B	296.0	341.0
DBF4	362.0	2695.0
DBH	5.0	0.0
DBI	3550.0	11160.0
DBN1	7115.0	3636.0
DBNDD1	205.0	470.0
DBNDD2	1884.19	3242.54
DBNL	6684.0	14895.0
DBP	1250.99	275.65
DBR1	431.0	1882.0
DBT	640.0	3160.0
DBX1	0.0	0.0
DBX2	1.0	0.0
DCAF10	640.0	1789.0
DCAF11	1792.79	1898.27
DCAF12L1	0.0	2.0
DCAF12L2	2.0	3.0
DCAF12	937.0	2884.0
DCAF13	2351.14	9666.02
DCAF15	1729.0	1413.0
DCAF16	782.0	753.0
DCAF17	366.0	1471.0
DCAF4L1	19.0	6.0
DCAF4L2	0.0	1.0
DCAF4	789.0	690.0
DCAF5	2022.0	2284.0
DCAF6	2048.0	4577.0
DCAF7	2770.0	3690.0
DCAF8L1	0.0	0.0
DCAF8L2	0.0	0.0
DCAF8	2401.0	3456.07
DCAKD	977.0	894.0
DCBLD1	3077.32	6536.0
DCBLD2	2234.0	19822.0
DCC	0.0	6.0
DCDC1	1.0	2.0
DCDC2B	1.28	1.06
DCDC2	0.0	8.0
DCD	0.0	0.0
DCHS1	1297.0	305.0
DCHS2	120.0	90.0
DCI	1370.0	4354.0
DCK	414.0	6036.0
DCLK1	198.0	120.0
DCLK2	239.0	58.0
DCLK3	35.0	30.0
DCLRE1A	238.0	1151.0
DCLRE1B	400.0	1015.0
DCLRE1C	358.0	1153.0
DCN	16319.0	76220.0
DCP1A	373.0	959.0
DCP1B	647.0	524.0
DCP2	799.0	1282.0
DCPS	863.0	743.0
DCST1	0.0	1.04
DCST2	14.0	1.0
DCTD	3413.0	9183.0
DCTN1	7600.8	4697.68
DCTN2	5967.0	12228.0
DCTN3	1615.0	5934.0
DCTN4	1526.0	3017.0
DCTN5	2067.0	10179.0
DCTN6	553.0	2732.0
DCTPP1	1750.0	17202.99
DCT	0.0	0.0
DCUN1D1	586.0	5252.0
DCUN1D2	473.0	596.0
DCUN1D3	194.0	1332.0
DCUN1D4	1080.0	4403.0
DCUN1D5	1340.0	4266.0
DCXR	1732.0	6961.0
DCX	6.0	2.0
DDA1	1543.0	3580.0
DDAH1	619.0	600.0
DDAH2	3410.0	715.0
DDB1	8056.0	8172.0
DDB2	1304.0	2468.0
DDC	1.0	27.0
DDHD1	387.0	1149.0
DDHD2	620.0	2004.0
DDI1	0.0	0.0
DDI2	15.81	127.07
DDIT3	1039.89	1692.74
DDIT4L	723.0	38.0
DDIT4	9806.0	21848.0
DDN	257.47	74.57
DDOST	12569.0	29415.0
DDO	77.0	63.0
DDR1	14537.0	6554.0
DDR2	112.0	461.0
DDRGK1	2497.0	1163.0
DDTL	891.03	2620.34
DDT	1790.97	6105.52
DDX10	1021.0	1013.0
DDX11L2	16.0	5.0
DDX11	1096.0	744.0
DDX12	190.0	180.0
DDX17	8523.0	16663.0
DDX18	1844.0	12545.0
DDX19A	1846.0	1837.99
DDX19B	1287.66	3140.98
DDX1	2368.0	10386.0
DDX20	479.0	2021.0
DDX21	1166.0	7041.0
DDX23	4386.0	5239.0
DDX24	4859.0	4393.0
DDX25	1.0	5.0
DDX26B	233.0	445.0
DDX27	2977.0	1467.0
DDX28	819.0	2509.0
DDX31	666.0	1366.0
DDX39	3889.0	11099.0
DDX3X	5291.0	9380.0
DDX3Y	483.0	3382.0
DDX41	3473.0	1909.0
DDX42	3842.0	1521.0
DDX43	2.0	6.0
DDX46	1566.0	1930.0
DDX47	2598.0	10915.38
DDX49	1576.0	2810.0
DDX4	0.0	0.0
DDX50	1384.0	2410.0
DDX51	1145.0	551.0
DDX52	920.0	5069.0
DDX53	0.0	13.0
DDX54	4211.43	1605.97
DDX55	680.0	1544.0
DDX56	3341.0	6468.0
DDX58	870.0	3198.0
DDX59	344.0	820.0
DDX5	15821.0	22214.0
DDX60L	1046.0	1566.0
DDX60	1197.0	4707.0
DDX6	3481.0	4359.0
DEAF1	1100.41	744.0
DEC1	7.0	183.0
DECR1	2031.0	11246.0
DECR2	852.0	1159.0
DEDD2	2442.0	2916.0
DEDD	1342.98	3067.17
DEF6	1798.0	1090.0
DEF8	2108.0	5442.0
DEFA1B	9.0	12.0
DEFA4	1.0	0.0
DEFA5	0.0	0.0
DEFA6	0.0	2.0
DEFB103B	20.0	7.0
DEFB104A	0.0	0.0
DEFB105A	0.0	0.0
DEFB106A	0.0	0.0
DEFB107A	0.0	0.0
DEFB108B	0.0	0.0
DEFB109P1B	0.0	0.0
DEFB109P1	0.0	0.0
DEFB110	0.0	0.0
DEFB112	0.0	0.0
DEFB113	0.0	0.0
DEFB114	0.0	0.0
DEFB115	1.0	0.0
DEFB116	0.0	0.0
DEFB118	0.0	0.0
DEFB119	0.0	0.0
DEFB121	0.0	0.0
DEFB122	0.0	1.0
DEFB123	0.0	0.0
DEFB124	0.0	0.0
DEFB125	0.0	0.0
DEFB126	1.0	0.0
DEFB127	0.0	0.0
DEFB128	0.0	0.0
DEFB129	0.0	0.0
DEFB130	0.0	0.0
DEFB131	0.0	1.0
DEFB132	0.0	0.0
DEFB134	0.0	0.0
DEFB135	0.0	0.0
DEFB136	0.0	0.0
DEFB1	1011.0	175.0
DEFB4A	246.0	6.0
DEGS1	2537.0	8497.0
DEGS2	47.0	25.0
DEK	2055.0	14204.0
DEM1	356.0	892.0
DENND1A	1026.0	1047.0
DENND1B	53.0	381.0
DENND1C	311.0	43.0
DENND2A	194.0	882.0
DENND2C	44.75	1190.5
DENND2D	681.0	1205.0
DENND3	1622.0	290.0
DENND4A	275.0	1033.0
DENND4B	1119.91	750.93
DENND4C	725.0	1245.0
DENND5A	1540.0	2616.0
DENND5B	159.0	176.0
DENR	2636.0	9603.0
DEPDC1B	288.0	4603.0
DEPDC1	258.0	9064.0
DEPDC4	14.0	105.0
DEPDC5	314.0	454.0
DEPDC6	182.0	692.0
DEPDC7	236.0	1154.0
DERA	1949.0	8622.0
DERL1	4057.0	7121.0
DERL2	1904.0	4488.0
DERL3	2252.0	104.0
DES	24824.0	1373.0
DET1	138.0	133.0
DEXI	1558.0	930.0
DFFA	945.0	4668.0
DFFB	195.0	428.0
DFNA5	1710.0	7772.0
DFNB31	174.0	335.0
DFNB59	46.0	46.0
DGAT1	2603.59	1416.62
DGAT2L6	0.0	0.0
DGAT2	577.0	334.0
DGCR10	3.0	1.0
DGCR11	63.0	254.0
DGCR14	847.0	1285.0
DGCR2	4691.0	4566.0
DGCR5	106.0	52.0
DGCR6L	17737.0	5302.0
DGCR6	4837.0	1737.0
DGCR8	2122.0	817.0
DGCR9	20.0	4.0
DGKA	3640.0	3007.0
DGKB	4.0	177.0
DGKD	952.0	417.0
DGKE	127.0	663.0
DGKG	318.0	223.0
DGKH	94.0	140.0
DGKI	70.0	68.0
DGKK	0.0	0.0
DGKQ	961.0	238.0
DGKZ	1985.0	662.0
DGUOK	2503.0	9757.0
DHCR24	6333.0	22305.0
DHCR7	1128.0	18328.0
DHDDS	1203.0	1818.0
DHDH	19.0	241.0
DHDPSL	22.03	77.26
DHFRL1	206.0	109.0
DHFR	244.37	908.4
DHH	22.0	0.0
DHODH	252.0	372.0
DHPS	1808.0	3263.0
DHRS11	214.0	236.0
DHRS12	383.0	246.0
DHRS13	301.91	664.04
DHRS1	1574.0	1393.0
DHRS2	676.0	136.0
DHRS3	2595.0	3694.0
DHRS4L1	26.0	10.0
DHRS4L2	651.58	936.86
DHRS4	1139.74	1661.97
DHRS7B	1197.0	2432.0
DHRS7C	1.0	0.0
DHRS7	2659.0	5690.0
DHRS9	748.0	128.0
DHRSX	696.29	1565.0
DHTKD1	696.0	2370.0
DHX15	2740.0	7997.0
DHX16	1739.0	1776.0
DHX29	1230.0	1208.0
DHX30	2242.0	1415.0
DHX32	1483.9	2259.53
DHX33	138.0	638.0
DHX34	1217.0	627.0
DHX35	411.0	497.0
DHX36	1097.0	3170.0
DHX37	1579.0	591.0
DHX38	2549.0	1021.0
DHX40P1	1.0	1.0
DHX40	1451.0	7196.0
DHX57	747.0	584.0
DHX58	726.0	658.0
DHX8	1737.0	1698.0
DHX9	4824.0	8309.0
DIABLO	2174.43	9991.2
DIAPH1	6443.0	3859.0
DIAPH2	226.0	331.0
DIAPH3	389.0	1026.0
DICER1	1329.0	2143.0
DIDO1	2126.0	1411.0
DIMT1L	663.0	3154.0
DIO1	0.0	9.0
DIO2	6889.0	1887.0
DIO3OS	13.07	11.18
DIO3	69.0	49.0
DIP2A	610.0	664.0
DIP2B	1946.0	3092.0
DIP2C	815.0	925.0
DIRAS1	178.0	54.0
DIRAS2	1.0	3.0
DIRAS3	27.0	1261.0
DIRC1	6.0	30.0
DIRC2	892.97	1058.42
DIRC3	36.0	94.0
DIS3L2	866.0	574.0
DIS3L	550.0	967.0
DIS3	1235.97	3838.54
DISC1	153.0	138.0
DISC2	0.0	0.0
DISP1	155.0	165.0
DISP2	125.0	147.0
DIXDC1	379.0	854.0
DKC1	2480.0	8480.0
DKFZP434H168	0.0	0.0
DKFZP434K028	0.0	0.0
DKFZP434L187	10.0	0.0
DKFZP586I1420	190.0	282.0
DKFZP686I15217	49.0	63.0
DKFZp434J0226	161.0	80.0
DKFZp434L192	0.0	0.0
DKFZp566F0947	3.0	3.0
DKFZp686A1627	361.0	1.0
DKFZp686O24166	19.0	102.0
DKFZp761E198	1094.0	659.0
DKFZp779M0652	10.0	8.0
DKK1	2997.0	2223.0
DKK2	67.0	55.0
DKK3	9396.0	4940.0
DKK4	3.0	49.0
DKKL1	37.0	11.0
DLAT	1177.24	2482.24
DLC1	1092.0	667.0
DLD	2723.0	3703.0
DLEC1	13.0	3.0
DLEU1	177.0	1083.02
DLEU2L	1.0	29.0
DLEU2	99.42	416.07
DLEU7	3.0	6.0
DLG1	1343.0	4922.0
DLG2	17.0	3.0
DLG3	733.0	1212.0
DLG4	657.0	421.0
DLG5	2371.0	1332.0
DLGAP1	1.0	7.0
DLGAP2	7.0	3.0
DLGAP3	32.0	14.0
DLGAP4	4363.0	3490.0
DLGAP5	752.0	5646.0
DLK1	0.0	1.0
DLK2	1229.0	2140.0
DLL1	1225.0	477.0
DLL3	175.0	26.0
DLL4	352.0	573.0
DLST	3461.0	6941.0
DLX1	132.0	148.0
DLX2	18.0	25.0
DLX3	162.0	160.0
DLX4	66.0	12.0
DLX5	150.0	106.0
DLX6AS	12.0	17.0
DLX6	61.0	99.0
DMAP1	1213.0	904.0
DMBT1	1249.0	114.0
DMBX1	33.0	21.0
DMC1	12.0	448.0
DMD	336.0	315.0
DMGDH	7.0	12.0
DMKN	6999.0	6391.0
DMP1	3.0	1.0
DMPK	3096.0	373.0
DMRT1	4.0	14.0
DMRT2	97.0	201.0
DMRT3	11.0	8.0
DMRTA1	49.0	597.0
DMRTA2	1.0	41.0
DMRTB1	1.0	1.0
DMRTC1B	4.0	2.0
DMRTC1	0.0	0.0
DMRTC2	0.0	2.0
DMTF1	758.2	1527.33
DMWD	2255.0	877.0
DMXL1	469.0	1030.0
DMXL2	351.0	1245.0
DNA2	96.0	793.0
DNAH10	28.0	25.0
DNAH11	4.2	297.15
DNAH12	0.0	7.0
DNAH14	166.0	251.0
DNAH17	492.71	1182.2
DNAH1	152.0	30.0
DNAH2	124.0	18.0
DNAH3	39.0	73.0
DNAH5	185.0	516.0
DNAH6	4.0	30.0
DNAH7	5.0	25.0
DNAH8	2.0	3.0
DNAH9	19.0	138.0
DNAI1	0.0	0.0
DNAI2	2.0	6.0
DNAJA1	3629.0	7484.0
DNAJA2	2990.0	11489.0
DNAJA3	1631.0	5825.0
DNAJA4	1298.0	2148.0
DNAJB11	3840.0	4642.0
DNAJB12	2516.0	1861.0
DNAJB13	66.0	15.0
DNAJB14	246.0	1422.0
DNAJB1	6503.0	21734.0
DNAJB2	7549.0	2289.0
DNAJB3	1.0	1.0
DNAJB4	413.0	2467.0
DNAJB5	652.0	1300.0
DNAJB6	4091.0	4263.0
DNAJB7	1.03	5.48
DNAJB8	0.0	0.0
DNAJB9	1032.0	5605.0
DNAJC10	2671.0	7711.0
DNAJC11	2038.14	1547.85
DNAJC12	64.0	187.0
DNAJC13	1472.0	1964.0
DNAJC14	1630.04	1770.41
DNAJC15	2240.0	3716.0
DNAJC16	625.0	1336.0
DNAJC17	653.78	898.0
DNAJC18	242.0	429.0
DNAJC19	481.0	1986.0
DNAJC1	1701.0	2243.0
DNAJC21	3076.0	8565.0
DNAJC22	13.0	186.0
DNAJC24	471.95	2250.03
DNAJC25-GNG10	0.0	2.52
DNAJC25	220.0	740.98
DNAJC27	114.0	350.0
DNAJC28	32.0	100.0
DNAJC2	1545.08	694.26
DNAJC30	649.0	525.0
DNAJC3	2217.0	2445.0
DNAJC4	1229.44	591.73
DNAJC5B	8.0	3.0
DNAJC5G	0.0	0.0
DNAJC5	4037.0	2402.0
DNAJC6	35.0	160.0
DNAJC7	4482.25	2301.99
DNAJC8	3437.0	13879.0
DNAJC9	1671.97	3029.28
DNAL1	460.0	1413.0
DNAL4	694.0	882.0
DNALI1	107.0	125.0
DNASE1L1	1507.04	1846.45
DNASE1L2	33.0	29.0
DNASE1L3	46.0	99.0
DNASE1	62.0	87.0
DNASE2B	8.0	1.0
DNASE2	3674.0	3499.0
DND1	129.86	63.11
DNER	71.0	855.0
DNHD1	264.0	152.0
DNLZ	780.0	1151.0
DNM1L	2346.0	9241.0
DNM1P35	74.0	38.0
DNM1	2014.0	610.0
DNM2	5134.53	3693.7
DNM3	47.0	58.0
DNMBP	557.0	439.7
DNMT1	2360.0	2551.0
DNMT3A	782.0	763.0
DNMT3B	118.0	992.0
DNMT3L	1.0	0.0
DNPEP	3403.0	6065.0
DNTTIP1	1604.0	3719.0
DNTTIP2	2350.0	5443.0
DNTT	0.0	0.0
DOC2A	70.79	11.54
DOC2B	17.0	20.0
DOCK10	194.0	331.0
DOCK11	262.0	1066.0
DOCK1	1988.0	1283.0
DOCK2	408.0	160.0
DOCK3	16.0	13.0
DOCK4	281.0	1361.0
DOCK5	330.0	408.0
DOCK6	2172.0	1144.0
DOCK7	708.0	1739.0
DOCK8	586.0	477.0
DOCK9	1046.0	1143.0
DOHH	836.0	203.0
DOK1	840.0	392.0
DOK2	423.0	216.0
DOK3	294.0	168.0
DOK4	1822.0	927.0
DOK5	121.0	171.0
DOK6	19.0	48.0
DOK7	303.0	42.0
DOLK	1098.0	1408.0
DOLPP1	1098.0	1402.0
DOM3Z	710.17	482.11
DONSON	456.27	2280.37
DOPEY1	483.53	1264.51
DOPEY2	410.0	959.0
DOT1L	857.0	679.0
DPAGT1	2158.1	1068.02
DPCD	871.52	1330.45
DPCR1	0.0	1.0
DPEP1	16.0	21.0
DPEP2	96.0	98.0
DPEP3	1.0	5.0
DPF1	48.0	126.0
DPF2	1794.0	2792.0
DPF3	14.0	4.0
DPH1	1493.83	903.74
DPH2	1089.0	1679.0
DPH3B	31.0	40.0
DPH3	764.0	5079.0
DPH5	673.79	4335.96
DPM1	1028.0	6733.0
DPM2	3117.0	3801.0
DPM3	714.0	2596.0
DPP10	0.0	3.0
DPP3	3619.0	2358.0
DPP4	91.0	64.0
DPP6	63.0	3.0
DPP7	4346.0	3012.0
DPP8	145.0	1293.0
DPP9	2406.0	1902.0
DPPA2	33.0	4.0
DPPA3	1.0	0.0
DPPA4	0.0	0.0
DPPA5	0.0	0.0
DPRXP4	3.0	4.0
DPRX	0.0	0.0
DPT	837.0	184.0
DPY19L1	934.0	7584.0
DPY19L2P1	6.0	83.0
DPY19L2P2	14.0	8.0
DPY19L2P4	0.0	3.0
DPY19L2	14.0	26.0
DPY19L3	93.0	475.0
DPY19L4	1198.0	5817.0
DPY30	1403.93	6271.14
DPYD	740.0	2065.0
DPYSL2	1974.0	1470.0
DPYSL3	8584.0	4874.0
DPYSL4	351.0	95.0
DPYSL5	10.0	17.0
DPYS	1.0	4.0
DQX1	187.0	193.0
DR1	1545.0	9593.0
DRAM1	2338.0	3925.0
DRAM2	1113.0	4356.0
DRAP1	5142.0	8003.0
DRD1	26.0	0.0
DRD2	36.0	1.0
DRD3	0.0	0.0
DRD4	176.0	5.0
DRD5	25.0	1.0
DRG1	1598.0	17591.0
DRG2	1726.0	2700.0
DRGX	0.0	0.0
DRP2	44.0	67.0
DSC1	5.0	332.38
DSC2	4143.0	6056.0
DSC3	11402.0	7794.0
DSCAML1	2.0	22.0
DSCAM	6.0	72.0
DSCC1	261.0	1775.0
DSCR10	0.0	0.0
DSCR3	1016.0	3731.0
DSCR4	0.0	0.0
DSCR6	43.0	11.0
DSCR8	1.0	6.0
DSCR9	8.0	18.0
DSEL	179.0	985.0
DSE	3128.54	14823.92
DSG1	202.0	108.0
DSG2	7652.48	18931.97
DSG3	8555.0	10836.0
DSG4	3.0	3.0
DSN1	808.0	4135.0
DSPP	1.0	0.0
DSP	10070.0	27018.0
DSTN	10836.0	30544.0
DSTYK	826.0	355.0
DST	11749.0	27542.0
DTD1	1417.0	2282.0
DTHD1	5.0	4.0
DTL	377.0	1974.0
DTNA	308.0	596.0
DTNBP1	432.0	569.0
DTNB	286.0	514.0
DTWD1	377.0	1618.0
DTWD2	94.0	682.0
DTX1	521.0	167.0
DTX2	2215.0	916.0
DTX3L	3497.0	4360.0
DTX3	1255.0	405.0
DTX4	1611.0	919.0
DTYMK	1943.0	8830.0
DULLARD	5107.0	4238.0
DUOX1	1150.0	1345.0
DUOX2	468.0	828.0
DUOXA1	741.5	788.84
DUOXA2	183.5	381.16
DUPD1	4.0	0.0
DUS1L	3158.0	2851.0
DUS2L	723.0	1070.0
DUS3L	627.0	1204.0
DUS4L	255.0	696.7
DUSP10	507.0	1452.0
DUSP11	1099.0	10933.0
DUSP12	613.0	1387.0
DUSP13	98.0	173.0
DUSP14	1931.0	4712.0
DUSP15	57.0	21.0
DUSP16	1038.0	1036.0
DUSP18	97.77	583.64
DUSP19	60.0	148.0
DUSP1	6301.0	5705.0
DUSP21	0.0	0.0
DUSP22	1282.0	2683.0
DUSP23	2160.0	4085.0
DUSP26	231.0	5.0
DUSP27	260.0	10.0
DUSP28	155.0	329.0
DUSP2	304.0	764.0
DUSP3	2642.0	4455.0
DUSP4	280.0	185.0
DUSP5P	119.0	27.0
DUSP5	1194.0	1882.0
DUSP6	2380.0	10506.0
DUSP7	2558.0	2523.0
DUSP8	159.0	134.0
DUSP9	299.0	1143.0
DUT	2513.85	12298.46
DUX4	0.0	0.0
DUXA	0.0	8.0
DVL1	2735.0	1356.0
DVL2	1238.0	1042.0
DVL3	3161.0	2152.0
DVWA	4.0	4.0
DYDC1	0.0	0.0
DYDC2	11.0	20.0
DYM	455.0	1299.0
DYNC1H1	10443.0	8643.0
DYNC1I1	341.0	492.0
DYNC1I2	1336.0	4877.0
DYNC1LI1	977.0	2905.0
DYNC1LI2	3213.0	3261.0
DYNC2H1	266.0	470.0
DYNC2LI1	535.0	916.0
DYNLL1	12227.0	42565.0
DYNLL2	1405.0	1215.0
DYNLRB1	5263.0	7498.0
DYNLRB2	12.0	0.0
DYNLT1	3271.0	14689.0
DYNLT3	1177.0	2844.0
DYRK1A	1415.0	1914.0
DYRK1B	1306.0	118.0
DYRK2	1432.0	1335.0
DYRK3	215.0	1095.0
DYRK4	1226.0	1983.0
DYSFIP1	861.0	19.0
DYSF	2619.0	447.0
DYTN	0.0	1.0
DYX1C1	88.0	54.0
DZIP1L	193.0	327.0
DZIP1	434.93	885.99
DZIP3	301.0	259.0
E2F1	625.0	688.0
E2F2	236.0	252.0
E2F3	452.0	1057.0
E2F4	3273.0	5936.0
E2F5	93.24	767.82
E2F6	693.0	1483.0
E2F7	111.0	2016.0
E2F8	187.0	404.0
E4F1	1130.0	808.0
EAF1	501.0	2273.0
EAF2	101.0	661.0
EAPP	1050.0	4289.0
EARS2	607.0	857.0
EBAG9	912.0	2753.0
EBF1	191.0	410.0
EBF2	4.0	20.0
EBF3	119.0	41.0
EBF4	911.0	113.0
EBI3	73.0	96.0
EBNA1BP2	3202.0	11989.0
EBPL	1596.0	2133.0
EBP	2253.0	6778.0
ECD	830.0	1244.0
ECE1	6742.0	3142.0
ECE2	669.0	2012.0
ECEL1	41.0	4.0
ECH1	6677.0	9432.68
ECHDC1	1529.0	7856.0
ECHDC2	870.0	493.0
ECHDC3	549.0	79.0
ECHS1	5919.0	7892.0
ECM1	5193.0	14507.0
ECM2	312.0	544.0
ECSCR	193.0	355.0
ECSIT	1583.0	2546.0
ECT2L	9.0	7.0
ECT2	941.0	9668.0
EDA2R	60.0	170.0
EDARADD	837.0	1811.0
EDAR	33.0	7.0
EDA	50.0	79.0
EDC3	1423.0	2287.0
EDC4	2829.37	1283.76
EDDM3A	0.0	1.0
EDDM3B	0.0	0.0
EDEM1	1556.0	4391.0
EDEM2	1678.0	4365.0
EDEM3	865.0	3137.0
EDF1	9964.0	13191.0
EDIL3	69.0	3698.0
EDN1	541.0	313.0
