,Cancer,predicted_label,ITH,MCE,Scent,B,CD4T,CD8Tex,CD8T,DC,Fibroblasts,Monocytes,Neutrophil,NK,Treg,PRAD,STAD,KICH,SKCM,DLBC,THCA,ESCA,PAAD,LUAD,UVM,COADREAD,KIRC,OV,GBM,CESC,CHOL,LIHC,BRCA,MB,HNSC,MDSC,stem
TCGA-05-4398-01,LUAD,MCSC,1.8626355545992,0.865637172484676,0.964123079119659,0.0,0.0,0.0336808471268156,0.0,0.0,0.0613125447735074,0.264082049025819,0.0,0.0,0.0,0.0,0.0916611536247863,0.0,0.0088724523266446,0.005890046233759,0.0002520794370112,0.0,0.0932965084611779,0.0667339477732556,0.0428661365429299,0.0,0.0178408048129389,0.0,0.0,0.0400418870273775,0.0,0.0,0.0631016041479849,0.0,0.0606552903585945,0.108472118084353,0.041240530243045
TCGA-05-4402-01,LUAD,ECSC,1.81637009515364,0.864458366049126,0.963654915331051,0.0,0.0,0.0,0.0053472960948012,0.0,0.0547067311818063,0.117745841904515,0.0,0.05048980097097,0.0,0.0,0.0352820494025264,0.0,0.025872272621704,0.0260044382015121,0.0,0.0,0.157259987629472,0.0371060173293849,0.0672186144444576,0.0,0.0338796630281775,0.0124915585514744,0.0038314066203147,0.0583270223804945,0.0,0.0050472114885615,0.103781302523285,0.0,0.082606016917563,0.104955180884978,0.0180475878240016
TCGA-05-4403-01,LUAD,Differentiated,1.77129486304497,0.863369008389363,0.962790841887766,0.0,0.0,0.011659985467525,0.0231239865848857,0.0,0.0187870879217232,0.144749842744554,0.0,0.0777293069123296,0.0,0.0,0.0807224206108311,0.0,0.0054091539954228,0.0339631985241753,0.0,0.0,0.191777988588765,0.0270353929399571,0.0702254834681673,0.0,0.0444986137040296,0.0,0.0,0.039010481009082,0.0,0.0130722849453034,0.066057916346474,0.0,0.056551148308193,0.0956257079285827,0.0
TCGA-05-4405-01,LUAD,Differentiated,1.28634519200658,0.863153536326266,0.962145189998462,0.0,0.0,0.0032512620609399,0.0110273790981586,0.0,0.069246971640003,0.301719052008241,0.0,0.0,0.0690453619283955,0.0,0.0403036013485517,0.0,0.034660049611737,0.0133680220902995,0.0,0.0,0.114999711958483,0.06088873079323,0.0266423381296714,0.0,0.0157579068692025,0.0,0.0324388497976643,0.0226110223956295,0.0,0.002949707813221,0.0519834179783951,0.0,0.0306411532905246,0.0984654611876524,0.0
TCGA-05-4410-01,LUAD,Differentiated,1.43016160569869,0.863912437174953,0.962459897836254,0.0,0.0,0.0060941169340646,0.0313003499029056,0.0,0.0268458915508782,0.230535093582765,0.0,0.003315240329504,0.0,0.0,0.0192840616425653,0.0,0.0171184431919351,0.0026484517700668,0.0,0.0,0.125732437444182,0.0740357965088411,0.0656249976826632,0.0,0.0052577338122147,0.0,0.0240506847580031,0.0443053388479935,0.0,0.0265463272800974,0.094050426824066,0.0,0.0749461113730202,0.128308496564234,0.0
TCGA-05-4415-01,LUAD,iPCSC,1.63703116138515,0.873076213282331,0.966902812705918,0.0,0.0,0.0,0.0297019212888456,0.0,0.0022378796998884,0.386861452350669,0.0,0.0167287907700786,0.0,0.0,0.0504464650170973,0.0,0.0430741278990028,0.012066851768359,0.0139435256622076,0.0,0.0533843447806795,0.0326912856890887,0.0552484233845841,0.0,0.0087901397721984,0.031503952744161,0.0,0.0510538106677132,0.0,0.0122008911123449,6.5552758836929e-05,0.0,0.0699896854717,0.0174945343646208,0.112516364797924
TCGA-05-4417-01,LUAD,Differentiated,1.33458718496099,0.863960181197674,0.962743729337246,0.0,0.0,0.0073648294413428,0.030979476712919,0.0063787513185392,0.0967654982019797,0.315807691545716,0.0,0.0,0.0,0.0,0.0807305228246644,0.0,0.0334908878733369,0.0261984440841304,1.39440313061415e-05,0.0,0.0831519252675645,0.0350765000317539,0.0347624767631582,0.0,0.0393694979262536,0.0,0.0154629705259425,0.0386374617627898,0.0,0.0064163439161637,0.0371611872086894,0.0,0.0210410973172914,0.0911904932464589,0.0
TCGA-05-4418-01,LUAD,MCSC,1.56169392667676,0.867894620315531,0.965366885518947,0.0,0.0,0.0,0.0231110205484779,0.0109314223198308,0.0414582597067731,0.101295932747429,0.0,0.0,0.0370972352068958,0.0,0.0565031121401408,0.0,0.0259375235236011,0.0142451283570069,0.0,0.0,0.119484603422913,0.0121043775866661,0.0161856078871963,0.0,0.0520018471352226,0.0625189022825313,0.0,0.055559139115836,0.0,0.0088692903300135,0.101891219265234,0.0,0.132944133494107,0.0748847778476345,0.0529764670824909
TCGA-05-4420-01,LUAD,ECSC,1.72639951077246,0.865679934419898,0.964561658975532,0.0,0.0,0.0,0.0,0.0,0.0240742469187283,0.327715315378218,0.0,0.0,0.0,0.0,0.0381825416560042,0.0,0.0045846974125883,0.0,0.0,0.0,0.0988706968438364,0.0391623267790831,0.0546905576418174,0.0,0.0073087204405873,0.0025377765078418,0.0546613699417788,0.0253462867647977,0.0,0.0284982281113511,0.100722554750517,0.0,0.0499853266336007,0.0597972433991743,0.0838621108200754
TCGA-05-4422-01,LUAD,ECSC,1.75044431496009,0.86444224119863,0.963378269222371,0.0118781985022996,0.0,0.0167432632454215,0.0116674054747278,0.0,0.0,0.383743077644122,0.0,0.0,0.0,0.0,0.02636534734681,0.0,0.0197807953765542,0.0,0.0,0.0,0.0955490785824368,0.0395322272402712,0.0023640776583377,0.0,0.0400870655109314,0.0143956533935371,0.0500130095027091,9.5910519790425e-05,0.0,0.0410728516346282,0.0827484916147769,0.0,0.0533243016342524,0.0877198312121776,0.0229194139062161
