,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,3757.4736,-0.29582761591262974,0.04517342109628889,-6.548709589252976,5.803636450690755e-11,1.3138239735312782e-10
ENSG00000000005,345.01117,-1.1472813067139656,0.09129872479969749,-12.56623582893424,3.237759473579016e-36,2.441054656606458e-35
ENSG00000000419,6047.5654,-0.14644845348656335,0.038833027191612975,-3.7712345412564896,0.0001624419032159208,0.00024378207376188923
ENSG00000000457,1160.6871,-0.3337541143084286,0.04022836285954879,-8.29648761680112,1.0723469308305724e-16,3.367422341114091e-16
ENSG00000000460,1071.7548,-0.5823331647822569,0.04573991670119389,-12.73139976590856,3.956811946202894e-37,3.092146582877408e-36
ENSG00000000938,369.7594,0.42576648939475226,0.08673207365852072,4.908985470254858,9.154875991996802e-07,1.6119255494432934e-06
ENSG00000000971,1487.0093,0.01909274054757307,0.10316737070617388,0.18506568905347218,0.8531775128793855,0.8683998814184399
ENSG00000001167,1084.8701,-0.2631345754253312,0.050285753812627794,-5.232785738994981,1.6697424967679198e-07,3.07604415058891e-07
ENSG00000001460,890.32697,-0.24380548988807305,0.06125236991342422,-3.980343784782114,6.881567485163875e-05,0.00010651315048096024
ENSG00000001461,1240.2089,0.502296841901083,0.0504838654782789,9.949650985366809,2.5306918188331565e-23,1.0933172733365024e-22
ENSG00000001497,2220.547,-0.9827055531730681,0.055566931993259315,-17.68507847963025,5.46449288949859e-70,1.3525748928965518e-68
ENSG00000001561,610.88684,-0.34610154566849494,0.06510332414117265,-5.316188539282487,1.0596335606647904e-07,1.9770144925656736e-07
ENSG00000001617,950.5486,-0.8827334434871345,0.06602905558888715,-13.368863686060363,9.193456486303747e-41,8.237667068505526e-40
ENSG00000001626,350.89996,-0.7048226870013933,0.08989635865838695,-7.840391952690469,4.4914225569256034e-15,1.2860239539189467e-14
ENSG00000001631,1261.4811,-0.1016678176852163,0.05247180606702601,-1.9375703888550868,0.05267565802040996,0.0640209377178159
