,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
38,gsea,Ribosomal Large Subunit Assembly (GO:0000027),-0.7521887331391077,-1.8156764417699922,0.002008032128514056,0.3419133221770476,0.93,10/19,13.77%,TRAF7;PPAN;NOP2;RRS1;DDX28;RPF2;BRIX1;NLE1;RPLP0;RPL11
39,gsea,Negative Regulation Of Phospholipase Activity (GO:0010519),-0.8451492118802779,-1.8105144586955668,0.0019646365422396855,0.3425524124988738,0.935,4/7,5.76%,ANXA8;ANXA1;ANXA8L1;ANGPTL3
40,gsea,Positive Regulation Of Cell Junction Assembly (GO:1901890),0.5108718330375195,1.8091052906589198,0.0037593984962406013,0.6231048071279517,0.953,27/59,23.64%,NLGN1;NPHP1;FERMT2;NLGN3;KDR;LRRC4B;SLITRK5;SLITRK2;NRXN1;NLGN2;VEGFA;CLDN5;THY1;CLSTN3;TSC1;GRID2;TEK;SLITRK1;SLITRK3;EPHB1;PTPRD;SLITRK4;CLSTN2;TBX5;FLOT1;PTPRJ;ROCK1
41,gsea,Positive Regulation Of Vasculogenesis (GO:2001214),0.765684745757497,1.7995513639841556,0.005597014925373134,0.6655747575970647,0.962,5/9,12.88%,RAPGEF2;CD34;KDR;TMEM100;RAP1A
42,gsea,Phosphatidylinositol-Mediated Signaling (GO:0048015),0.5070782333632765,1.7986366700908598,0.005597014925373134,0.6443672719400417,0.962,30/59,26.08%,CSF1R;PIK3R5;PLCB1;PIK3R1;OGT;PLCB2;FCGR3A;OCRL;PLCG1;CD160;GATA3;PDGFRB;PIK3C2A;EXOC7;HTR2A;PIK3CG;MYO16;FGFR1;PIK3C3;NF1;KCNH1;PI4KB;INPP5A;PIRT;EDN1;ERBB3;PLCE1;PI4KA;PTEN;PIK3C2B
43,gsea,Mitotic Spindle Midzone Assembly (GO:0051256),-0.925194167992702,-1.7971642084363335,0.0,0.35841347230419823,0.959,8/9,5.92%,KIF4B;BIRC5;KIF23;CDCA8;PRC1;INCENP;RACGAP1;KIF4A
44,gsea,Mitotic Spindle Elongation (GO:0000022),-0.925194167992702,-1.7971642084363335,0.0,0.35841347230419823,0.959,8/9,5.92%,KIF4B;BIRC5;KIF23;CDCA8;PRC1;INCENP;RACGAP1;KIF4A
45,gsea,Intermediate Filament Organization (GO:0045109),-0.6045364231012799,-1.7970855683243705,0.02056555269922879,0.34302478360631067,0.959,38/66,24.58%,KRT5;KRT6A;DSP;PKP1;KRT14;KRT17;KRT6B;KRT16;KRT80;EPPK1;KRT13;KRT75;KRT78;KRT15;KRT10;KRT4;KRT1;KRT24;PKP2;KRT37;KRT34;KRT23;KRT3;KRT2;KRT19;TCHH;KRT74;KRT7;KRT84;KRT76;KRT36;KRT9;KRT81;KRT86;KRT79;KRT28;KRT77;KRT39
46,gsea,Regulation Of Long-Term Synaptic Potentiation (GO:1900271),0.5398028761636823,1.79669984363666,0.003669724770642202,0.6307758460796189,0.963,18/30,34.51%,FAM107A;CYP46A1;SHISA7;AKAP5;SHANK3;TYROBP;ADCY8;NOL3;PTN;ADCY1;ZDHHC2;AGER;APP;SCGN;EIF2AK4;LILRB2;YTHDF1;LGMN
47,gsea,cAMP Biosynthetic Process (GO:0006171),0.7313650520108183,1.7964351119575075,0.006,0.6074698928828939,0.965,6/9,21.61%,ADCY2;ADCY4;ADCY5;ADCY6;ADCY8;ADCY9
48,gsea,Mitotic Chromosome Condensation (GO:0007076),-0.8179921800995033,-1.7947726592750568,0.005893909626719057,0.3377592350851769,0.962,11/13,14.94%,PLK1;CDCA5;NCAPH;NCAPG;NCAPD2;SMC4;CHMP1A;NUSAP1;SMC2;TTN;NCAPH2
49,gsea,Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564),0.673301339886577,1.7920978171548292,0.003766478342749529,0.6134652028021574,0.967,7/12,19.17%,APLN;FGF2;AKT3;PLCG1;FGFR1;PDPK1;ITGA4
50,gsea,Negative Regulation Of Vascular Permeability (GO:0043116),0.768486953965343,1.791430481209168,0.005660377358490566,0.5951509611740664,0.967,7/11,6.75%,RAMP2;FERMT2;PDE2A;VEGFA;DDAH1;SH3GL2;CLDN5
