,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
519,gsea,Mitochondrion Distribution (GO:0048311),0.6745158241890801,1.5883920164538103,0.01443298969072165,0.261063541078446,1.0,6/10,22.20%,MAPT;ATCAY;MEF2A;MTM1;LRRK2;TRAK2
520,gsea,Clathrin Coat Assembly (GO:0048268),0.6189280130656754,1.5880528093906965,0.03285420944558522,0.26111804149095436,1.0,7/11,23.82%,EPS15;HIP1R;HIP1;PICALM;PIK3C2A;FCHO2;CALY
521,gsea,Monoatomic Cation Transport (GO:0006812),0.4393304329524648,1.58758480300669,0.02207505518763797,0.26155057151766065,1.0,20/40,31.51%,ATP1A2;NDFIP1;GRIN1;SLC41A1;TRPM3;GRIN2A;LRP2;CNGA3;SLC11A1;GRIN2C;SLC29A4;ANO6;CHRNB1;GRIN2B;PKD2L1;ATP10D;MCOLN1;HCN4;ATP1B1;CNGA4
522,gsea,Negative Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903427),0.6108835404830819,1.587244214075406,0.032397408207343416,0.2616037503530864,1.0,2/9,8.35%,FYN;ABCD2
523,gsea,Oligodendrocyte Development (GO:0014003),0.6234567046766204,1.5870669517557499,0.03278688524590164,0.2613894307381477,1.0,6/15,11.15%,GPM6B;CNTNAP1;TPPP;PLP1;ZNF488;HES5
524,gsea,Rap Protein Signal Transduction (GO:0032486),0.6314820975693408,1.585351030857062,0.04722792607802875,0.2644458339446958,1.0,4/9,17.16%,RAP2A;RAPGEF2;RAPGEF1;RAP1A
525,gsea,Axon Regeneration (GO:0031103),0.6496752626135249,1.5852364085999004,0.03125,0.2640840843794955,1.0,3/8,22.25%,GAP43;MAPK8IP3;MTR
526,gsea,Regulation Of GTPase Activity (GO:0043087),0.3978275057722626,1.5847451240204766,0.014830508474576272,0.26449629138393355,1.0,118/206,37.38%,MAPRE2;RGL1;DOCK10;RDX;RAPGEF2;RAPGEF4;RGS9;RASA4;NTRK2;STMN3;ARHGEF7;RASGEF1C;EVI5L;GPSM1;SRGAP3;RGS7;RAPGEF1;CX3CL1;MAP4K4;CHN1;FERMT2;SGSM2;SEMA4D;PLXNB3;FICD;DOCK8;RGS11;RALGDS;PREX2;RABGAP1;RASGRF1;ADAP2;PREX1;KLRK1;RGS6;PLXNA4;RAPGEF5;GPR137B;RASGRP1;RASGRF2;FLCN;SOS2;RAB11FIP2;SNX18;WDR41;GNB5;EPHA5;THY1;CCL3;CCL4;PICALM;PIN1;VAV1;LRRK2;CPEB2;DOCK7;RASGRP3;ARHGAP9;EVI5;RAP1A;SNX13;CCL2;RASGRP2;TBC1D15;ARHGAP12;RGS1;RAP1GDS1;CCL3L1;DOCK11;ALS2;FGD5;ARHGAP15;RASGRP4;TBC1D20;ASAP3;NF1;RSU1;CD40;RAB3GAP1;CRK;CDKL5;EPHA4;F2R;PLXNB1;PLXND1;NGEF;RAPGEF6;BCAS3;ARAP1;BVES;FGD4;CCL14;RALGPS1;RASGEF1A;ITGB1BP1;DAB2IP;XCL2;CCL5;RASIP1;RGS8;PKP4;LRCH1;ARL2;PTK2;RGL4;RAP1GAP;PLXNC1;RASGEF1B;WNK1;SIPA1L1;CCL19;RGS10;PRKG1;SOS1;EPHA3;CCL23;RAPGEF3;CCL21
527,gsea,Ribosome Biogenesis (GO:0042254),-0.5576120369884111,-1.5845965812602187,0.04693877551020408,0.7712263768619319,1.0,92/139,27.52%,MRPS12;NOP58;NOC4L;DKC1;NOP16;FBL;EXOSC3;DDX27;RRS1;NOP14;GRWD1;LYAR;EMG1;RRP12;HEATR1;WDR43;EBNA1BP2;NOB1;NIP7;RPS17;EXOSC5;EXOSC4;RPL35A;NOLC1;RPL27;NOL6;NOP56;BOP1;GTPBP4;RPS5;MRPL36;RPS19;DCAF13;RPS16;IGF2BP3;DDX54;NOC2L;URB2;BMS1;RRP9;WDR74;WDR75;PNO1;BYSL;GTF3A;RPS15;NVL;RRP7A;RPF2;MRTO4;NAT10;WDR18;RIOK1;TBL3;WDR12;RPS4X;LTV1;XPO1;RPL14;MPHOSPH10;UTP6;XRN2;DHX37;NOM1;RPS28;WDR46;RPS15A;MRPL22;KRR1;RPS24;RPS9;HEATR3;RPS8;RPS6;RPS7;SPATA5L1;SPATA5;UTP15;PAK1IP1;RPL7;DDX47;RPL11;DDX31;DDX10;UTP20;RPS14;WDR55;POP4;NOL7;DNTTIP2;RPS11;CUL4A
528,gsea,Non-Motile Cilium Assembly (GO:1905515),0.5846264436049428,1.584542865524284,0.028925619834710745,0.2643286859562441,1.0,14/27,23.98%,CC2D2A;BBS10;DISC1;BBS1;FUZ;IFT88;DCTN1;TMEM107;TMEM17;RPGRIP1L;VANGL2;MBD1;BBS4;CCDC13
