,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
41,gsea,Zymogen Activation (GO:0031638),0.5929427641453191,1.854782022414852,0.008281573498964804,0.13698835126309553,0.846,23/42,22.15%,MASP1;F11;F12;APOH;KLKB1;PERP;FGB;FGA;CIDEB;CYFIP2;F9;FGG;HGFAC;PGK1;CYCS;CD5L;C1R;BAK1;THBD;FADD;GRIN2A;KLK1;GGT1
42,gsea,ncRNA Transcription (GO:0098781),-0.7899762099228191,-1.8435764551006388,0.0,1.0,0.896,6/9,13.05%,BTBD18;USPL1;ZFP36L1;SPIN1;GTF3C1;RPAP2
43,gsea,Intracellular Potassium Ion Homeostasis (GO:0030007),0.7152538104224304,1.8422435630344018,0.0018083182640144665,0.15571759871007326,0.88,5/13,7.36%,ATP1B2;ATP1A2;ATP1A3;ATP1B3;FXYD2
44,gsea,Vascular Transport (GO:0010232),0.47969899573107827,1.8352910861542555,0.0058823529411764705,0.16455625440780822,0.894,41/83,22.89%,SLC6A1;SLC1A3;SLC1A2;ATP1B2;SLC38A3;ATP1A2;SLC16A1;SLCO1C1;ABCB1;SLC7A5;SLC22A2;SLC22A1;SLCO2B1;SLC2A1;SLC1A4;SLC16A12;ABCG2;SLC6A13;SLC8A2;SLC6A9;MFSD2A;TFRC;ABCC2;SLC22A3;SLC38A2;SLC22A8;SLC6A17;ABCC5;SLC7A1;SLC2A13;SLC13A3;AVPR1B;SLC5A6;SLC29A4;LEPR;SLC9A3R1;SLC1A5;LRP2;SLC38A5;SLC22A5;SLC16A7
45,gsea,Regulation Of Synapse Assembly (GO:0051963),0.5902840025903556,1.8340797724957638,0.010101010101010102,0.16320207178045834,0.897,25/49,22.24%,LHFPL4;LRRTM3;RAP2A;PTPRD;NRXN1;NLGN3;LRRC4B;GRID2;SLITRK1;NLGN1;EPHB1;SLITRK3;SLITRK2;NLGN2;CHRNB2;WNT3A;SLIT1;MDGA1;LRFN5;EIF4G1;EPHB3;CLSTN1;TLR2;SLITRK4;SLITRK5
46,gsea,Steroid Metabolic Process (GO:0008202),0.5691058285214204,1.8322158971427045,0.009191176470588236,0.16269087099743165,0.903,48/88,23.93%,CYP46A1;SRD5A1;RDH16;DHRS4;CYP2C9;SULT2A1;BAAT;CYP2C8;LSS;AKR1C4;CYP3A7;CYP8B1;CYP27A1;CYP2B6;CYP3A43;CYP2E1;HSD17B10;CYP7A1;FDXR;BDH1;HSD11B2;SDR9C7;HSD17B6;UGT2B15;CYP1A2;CBR1;CYP2A6;ACAA1;CYP3A4;SLC22A24;SULT2B1;HSD11B1;NPC1;UGT1A8;AKR1C1;NR1I2;HSD17B14;CYP51A1;AKR1C3;CYP26B1;CYP1A1;LRP2;CYP26A1;UGT2A1;AKR1C2;GUCY2C;HSD17B3;TSPO
47,gsea,Pyrimidine Nucleobase Catabolic Process (GO:0006208),0.9179869662772238,1.8303178141846055,0.0,0.16280469825330807,0.907,5/7,4.66%,DPYS;CRMP1;DPYSL4;DPYSL5;DPYSL2
48,gsea,"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",0.81156789142741,1.8301888670742716,0.002008032128514056,0.15938295556727666,0.907,5/7,9.88%,ALDOC;ALDOB;PFKM;PFKL;PFKP
49,gsea,Aspartate Family Amino Acid Catabolic Process (GO:0009068),0.8462401262681183,1.827783548650872,0.0019801980198019802,0.16069581102905703,0.914,7/10,6.86%,GOT1;PIPOX;MAT1A;ASPA;GOT2;SDS;DDO
50,gsea,L-glutamate Import (GO:0051938),0.7297073228999919,1.8275442241118733,0.007633587786259542,0.15768989611865514,0.914,10/15,17.32%,SLC25A18;SLC1A3;SLC1A2;SLC17A7;SLC1A4;SLC25A22;SLC1A6;SLC7A11;SLC25A13;SLC17A8
